INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192068169,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,509,,2019-08-28 00:25:00,2019,8,Wednesday,0,Part One,WOODLAWN ST,,,"(0.00000000, 0.00000000)"
I192068168,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,,2019-08-27 23:52:00,2019,8,Tuesday,23,Part One,E COTTAGE ST,42.32150685,-71.07076276,"(42.32150685, -71.07076276)"
I192068166,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,316,Y,2019-08-28 00:00:00,2019,8,Wednesday,0,Part One,CRAWFORD ST,42.31359796,-71.09039946,"(42.31359796, -71.09039946)"
I192068164,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,2019-08-27 22:05:00,2019,8,Tuesday,22,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I192068163,617,Larceny,LARCENY THEFT FROM BUILDING,E5,731,,2019-08-26 23:30:00,2019,8,Monday,23,Part One,TEMPLE ST,42.28397302,-71.16690592,"(42.28397302, -71.16690592)"
I192068163,2647,Other,THREATS TO DO BODILY HARM,E5,731,,2019-08-26 23:30:00,2019,8,Monday,23,Part Two,TEMPLE ST,42.28397302,-71.16690592,"(42.28397302, -71.16690592)"
I192068160,3114,Investigate Property,INVESTIGATE PROPERTY,D14,807,,2019-08-27 20:00:00,2019,8,Tuesday,20,Part Three,ANTWERP ST,42.3623344,-71.13838138,"(42.36233440, -71.13838138)"
I192068159,3115,Investigate Person,INVESTIGATE PERSON,E13,610,,2019-08-27 23:23:00,2019,8,Tuesday,23,Part Three,PERKINS ST,,,"(0.00000000, 0.00000000)"
I192068158,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,C6,200,,2019-08-27 23:20:00,2019,8,Tuesday,23,Part Three,DORCHESTER AVE,,,"(0.00000000, 0.00000000)"
I192068157,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,A15,58,,2019-08-27 23:06:00,2019,8,Tuesday,23,Part Two,MAIN ST,42.37724912,-71.06673435,"(42.37724912, -71.06673435)"
I192068156,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,824,,2019-08-27 22:50:00,2019,8,Tuesday,22,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I192068154,3115,Investigate Person,INVESTIGATE PERSON,B3,470,,2019-08-27 22:46:00,2019,8,Tuesday,22,Part Three,ORLANDO ST,42.27544327,-71.09817294,"(42.27544327, -71.09817294)"
I192068153,311,Robbery,ROBBERY - COMMERCIAL,B3,427,,2019-08-27 23:15:00,2019,8,Tuesday,23,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
I192068152,616,Larceny,LARCENY THEFT OF BICYCLE,A1, ,,2019-08-27 22:05:00,2019,8,Tuesday,22,Part One,,,,"(0.00000000, 0.00000000)"
I192068151,724,Auto Theft,AUTO THEFT,C11,342,,2019-08-27 23:04:00,2019,8,Tuesday,23,Part One,HOMES AVE,42.30288397,-71.06918798,"(42.30288397, -71.06918798)"
I192068150,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,429,,2019-08-25 00:00:00,2019,8,Sunday,0,Part Two,MORTON ST,42.28135221,-71.08649091,"(42.28135221, -71.08649091)"
I192068150,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,429,,2019-08-25 00:00:00,2019,8,Sunday,0,Part Two,MORTON ST,42.28135221,-71.08649091,"(42.28135221, -71.08649091)"
I192068150,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,,2019-08-25 00:00:00,2019,8,Sunday,0,Part Three,MORTON ST,42.28135221,-71.08649091,"(42.28135221, -71.08649091)"
I192068149,3125,Warrant Arrests,WARRANT ARREST,B2,298,,2019-08-27 22:27:00,2019,8,Tuesday,22,Part Three,CIRCUIT ST,42.32365518,-71.0851821,"(42.32365518, -71.08518210)"
I192068147,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,428,,2019-08-27 21:57:00,2019,8,Tuesday,21,Part One,BLUE HILL AVE,42.28282878,-71.0918249,"(42.28282878, -71.09182490)"
I192068146,3301,Verbal Disputes,VERBAL DISPUTE,C11,365,,2019-08-27 21:55:00,2019,8,Tuesday,21,Part Three,SAINT MARKS RD,42.29144845,-71.06171936,"(42.29144845, -71.06171936)"
I192068145,613,Larceny,LARCENY SHOPLIFTING,B3,427,,2019-08-27 22:00:00,2019,8,Tuesday,22,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
I192068144,617,Larceny,LARCENY THEFT FROM BUILDING,B2,320,,2019-08-27 20:52:00,2019,8,Tuesday,20,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.30889840, -71.08305190)"
I192068143,801,Simple Assault,ASSAULT - SIMPLE,E13,906,,2019-08-27 21:51:00,2019,8,Tuesday,21,Part Two,PLANT CT,42.3248775,-71.10316435,"(42.32487750, -71.10316435)"
I192068142,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,435,,2019-08-27 21:55:00,2019,8,Tuesday,21,Part One,WASHINGTON ST,42.28683796,-71.07119249,"(42.28683796, -71.07119249)"
I192068141,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18, ,,2019-08-26 19:00:00,2019,8,Monday,19,Part One,MARIPOSA ST,,,"(0.00000000, 0.00000000)"
I192068140,2629,Harassment,HARASSMENT,B3,944,,2019-06-26 23:12:00,2019,6,Wednesday,23,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I192068139,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,626,,2019-08-27 21:39:00,2019,8,Tuesday,21,Part Three,PETERBOROUGH ST,42.34280177,-71.1006951,"(42.34280177, -71.10069510)"
I192068138,2629,Harassment,HARASSMENT,B3,944,,2019-08-01 09:00:00,2019,8,Thursday,9,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I192068136,3111,License Violation,LICENSE PREMISE VIOLATION,A1,84,,2019-08-27 22:09:00,2019,8,Tuesday,22,Part Three,SALEM ST,,,"(0.00000000, 0.00000000)"
I192068135,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,261,,2019-08-27 20:38:00,2019,8,Tuesday,20,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I192068133,619,Larceny,LARCENY ALL OTHERS,A7,33,,2019-08-27 20:22:00,2019,8,Tuesday,20,Part One,MAVERICK ST,42.36604954,-71.02955201,"(42.36604954, -71.02955201)"
I192068132,3170,Other,INTIMIDATING WITNESS,E18, ,,2019-08-27 21:32:00,2019,8,Tuesday,21,Part Three,DALE ST,,,"(0.00000000, 0.00000000)"
I192068131,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,E13,582,,2019-08-27 21:14:00,2019,8,Tuesday,21,Part Two,WESTERLY ST,42.32311753,-71.1066622,"(42.32311753, -71.10666220)"
I192068130,3114,Investigate Property,INVESTIGATE PROPERTY,E13,570,,2019-08-27 08:30:00,2019,8,Tuesday,8,Part Three,ROSSMORE RD,,,"(0.00000000, 0.00000000)"
I192068129,3301,Verbal Disputes,VERBAL DISPUTE,C11,332,,2019-08-27 20:46:00,2019,8,Tuesday,20,Part Three,COLUMBIA RD,,,"(0.00000000, 0.00000000)"
I192068128,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,335,,2019-08-27 19:30:00,2019,8,Tuesday,19,Part Three,BOWDOIN ST,42.3078312,-71.06529544,"(42.30783120, -71.06529544)"
I192068127,1402,Vandalism,VANDALISM,C11,359,,2019-08-27 21:11:00,2019,8,Tuesday,21,Part Two,MELVILLE AVE,42.29380964,-71.07001148,"(42.29380964, -71.07001148)"
I192068126,3111,License Violation,LICENSE PREMISE VIOLATION,A1,84,,2019-08-27 21:44:00,2019,8,Tuesday,21,Part Three,SALEM ST,42.36423881,-71.05556016,"(42.36423881, -71.05556016)"
I192068125,3115,Investigate Person,INVESTIGATE PERSON,D14,760,,2019-08-27 21:18:00,2019,8,Tuesday,21,Part Three,BEECHCROFT ST,42.34982008,-71.16121989,"(42.34982008, -71.16121989)"
I192068124,616,Larceny,LARCENY THEFT OF BICYCLE,D14,796,,2019-08-26 19:00:00,2019,8,Monday,19,Part One,COMMONWEALTH AVE,42.35197784,-71.1238116,"(42.35197784, -71.12381160)"
I192068122,2647,Other,THREATS TO DO BODILY HARM,B2,319,,2019-08-27 20:39:00,2019,8,Tuesday,20,Part Two,HARTWELL ST,42.30855179,-71.08480199,"(42.30855179, -71.08480199)"
I192068122,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2019-08-27 20:39:00,2019,8,Tuesday,20,Part Two,HARTWELL ST,42.30855179,-71.08480199,"(42.30855179, -71.08480199)"
I192068120,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,282,,2019-08-27 21:07:00,2019,8,Tuesday,21,Part Three,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
I192068119,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,239,,2019-08-27 20:06:00,2019,8,Tuesday,20,Part Two,BELDEN ST,42.31781953,-71.06603518,"(42.31781953, -71.06603518)"
I192068118,619,Larceny,LARCENY ALL OTHERS,B3,442,,2019-08-27 13:30:00,2019,8,Tuesday,13,Part One,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I192068117,3201,Property Lost,PROPERTY - LOST,B3,565,,2019-08-27 16:17:00,2019,8,Tuesday,16,Part Three,AMERICAN LEGION HWY,42.28918092,-71.10348927,"(42.28918092, -71.10348927)"
I192068116,3115,Investigate Person,INVESTIGATE PERSON,B2,314,,2019-08-27 19:52:00,2019,8,Tuesday,19,Part Three,HOWLAND ST,42.3144484,-71.08993418,"(42.31444840, -71.08993418)"
I192068115,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2, ,,2019-08-27 20:32:00,2019,8,Tuesday,20,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I192068114,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,29,,2019-08-27 19:34:00,2019,8,Tuesday,19,Part Three,MAVERICK ST,42.36950697,-71.03747222,"(42.36950697, -71.03747222)"
I192068112,3201,Property Lost,PROPERTY - LOST,A1,97,,2019-07-23 15:00:00,2019,7,Tuesday,15,Part Three,WASHINGTON ST,42.35783831,-71.05795495,"(42.35783831, -71.05795495)"
I192068110,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,493,,2019-08-27 20:00:00,2019,8,Tuesday,20,Part Three,RIVER ST,42.26062899,-71.11523335,"(42.26062899, -71.11523335)"
I192068109,1402,Vandalism,VANDALISM,B2,288,,2019-08-27 20:21:00,2019,8,Tuesday,20,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I192068109,2403,Disorderly Conduct,DISTURBING THE PEACE,B2,288,,2019-08-27 20:21:00,2019,8,Tuesday,20,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I192068108,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,E5,691,,2019-08-19 17:28:00,2019,8,Monday,17,Part Two,CENTRE ST,,,"(0.00000000, 0.00000000)"
I192068108,2628,Phone Call Complaints,OBSCENE PHONE CALLS,E5,691,,2019-08-19 17:28:00,2019,8,Monday,17,Part Two,CENTRE ST,,,"(0.00000000, 0.00000000)"
I192068108,2629,Harassment,HARASSMENT,E5,691,,2019-08-19 17:28:00,2019,8,Monday,17,Part Two,CENTRE ST,,,"(0.00000000, 0.00000000)"
I192068105,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,280,,2019-08-27 16:51:00,2019,8,Tuesday,16,Part Two,DUDLEY ST,42.32883627,-71.08459849,"(42.32883627, -71.08459849)"
I192068104,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,,2019-08-27 20:32:00,2019,8,Tuesday,20,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I192068103,3115,Investigate Person,INVESTIGATE PERSON,C11,416,,2019-08-27 19:45:00,2019,8,Tuesday,19,Part Three,FAIRMOUNT ST,,,"(0.00000000, 0.00000000)"
I192068102,3115,Investigate Person,INVESTIGATE PERSON,E13,303,,2019-08-24 20:00:00,2019,8,Saturday,20,Part Three,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
I192068101,301,Robbery,ROBBERY - STREET,D14,780,,2019-08-27 20:07:00,2019,8,Tuesday,20,Part One,N BEACON ST,42.35595678,-71.14830894,"(42.35595678, -71.14830894)"
I192068100,617,Larceny,LARCENY THEFT FROM BUILDING,D14,814,,2019-08-27 16:45:00,2019,8,Tuesday,16,Part One,CAMBRIDGE ST,42.35825785,-71.12560096,"(42.35825785, -71.12560096)"
I192068098,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,61,,2019-08-24 13:30:00,2019,8,Saturday,13,Part Three,NASHUA ST,42.36684921,-71.06472355,"(42.36684921, -71.06472355)"
I192068097,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,,2019-08-27 20:20:00,2019,8,Tuesday,20,Part Three,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
I192068096,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,,2019-08-27 19:30:00,2019,8,Tuesday,19,Part Three,ATLANTIC AVE,,,"(0.00000000, 0.00000000)"
I192068095,1402,Vandalism,VANDALISM,C6,219,,2019-08-26 01:00:00,2019,8,Monday,1,Part Two,MOUNT WASHINGTON PL,42.33104284,-71.04458113,"(42.33104284, -71.04458113)"
I192068094,3114,Investigate Property,INVESTIGATE PROPERTY,C6,213,,2019-08-27 19:02:00,2019,8,Tuesday,19,Part Three,PULASKI AVE,42.33696462,-71.04636782,"(42.33696462, -71.04636782)"
I192068094,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C6,213,,2019-08-27 19:02:00,2019,8,Tuesday,19,Part Two,PULASKI AVE,42.33696462,-71.04636782,"(42.33696462, -71.04636782)"
I192068094,2610,Other,TRESPASSING,C6,213,,2019-08-27 19:02:00,2019,8,Tuesday,19,Part Two,PULASKI AVE,42.33696462,-71.04636782,"(42.33696462, -71.04636782)"
I192068093,617,Larceny,LARCENY THEFT FROM BUILDING,E5,703,,2019-08-27 17:00:00,2019,8,Tuesday,17,Part One,BELLEVUE ST,42.28344599,-71.15611605,"(42.28344599, -71.15611605)"
I192068092,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,670,,2019-08-27 19:08:00,2019,8,Tuesday,19,Part Two,CENTRE ST,42.29733211,-71.13155603,"(42.29733211, -71.13155603)"
I192068091,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,793,,2019-08-27 18:00:00,2019,8,Tuesday,18,Part One,KELTON ST,42.34650102,-71.13612792,"(42.34650102, -71.13612792)"
I192068089,3115,Investigate Person,INVESTIGATE PERSON,C6,213,,2019-08-27 19:49:00,2019,8,Tuesday,19,Part Three,W BROADWAY,42.33731438,-71.04852327,"(42.33731438, -71.04852327)"
I192068088,2629,Harassment,HARASSMENT,C6,936,,2019-08-27 19:47:00,2019,8,Tuesday,19,Part Two,B ST,42.3391762,-71.05584769,"(42.33917620, -71.05584769)"
I192068087,3111,License Violation,LICENSE PREMISE VIOLATION,A1,121,,2019-08-24 21:00:00,2019,8,Saturday,21,Part Three,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I192068086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,509,,2019-08-15 20:00:00,2019,8,Thursday,20,Part Three,HYDE PARK AVE,42.29947297,-71.11385015,"(42.29947297, -71.11385015)"
I192068085,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,D14,802,,2019-08-27 18:48:00,2019,8,Tuesday,18,Part Three,CAMBRIDGE ST,42.35531449,-71.13326325,"(42.35531449, -71.13326325)"
I192068084,2657,Other,VIOLATION - CITY ORDINANCE,A1,119,,2019-08-27 19:42:00,2019,8,Tuesday,19,Part Two,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I192068083,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,664,,2019-08-27 15:30:00,2019,8,Tuesday,15,Part One,WASHINGTON ST,42.29251815,-71.12165832,"(42.29251815, -71.12165832)"
I192068082,3301,Verbal Disputes,VERBAL DISPUTE,B2,325,,2019-08-27 19:29:00,2019,8,Tuesday,19,Part Three,WAYLAND ST,42.31428744,-71.07697146,"(42.31428744, -71.07697146)"
I192068081,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,344,,2019-08-27 18:36:00,2019,8,Tuesday,18,Part Three,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)"
I192068080,2647,Other,THREATS TO DO BODILY HARM,E5,677,,2019-08-26 12:30:00,2019,8,Monday,12,Part Two,CENTRE ST,42.29393523,-71.13656551,"(42.29393523, -71.13656551)"
I192068078,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,130,,2019-08-27 16:48:00,2019,8,Tuesday,16,Part One,CLARENDON ST,42.34771287,-71.07374933,"(42.34771287, -71.07374933)"
I192068077,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,102,,2019-08-27 19:04:00,2019,8,Tuesday,19,Part Three,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I192068076,619,Larceny,LARCENY ALL OTHERS,A1,172,,2019-08-27 19:19:00,2019,8,Tuesday,19,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I192068075,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-08-27 18:30:00,2019,8,Tuesday,18,Part Three,PUTNAM ST,42.38165754,-71.03341997,"(42.38165754, -71.03341997)"
I192068074,3201,Property Lost,PROPERTY - LOST,B2,308,,2019-05-18 19:30:00,2019,5,Saturday,19,Part Three,HUMBOLDT AVE,42.31871968,-71.0861063,"(42.31871968, -71.08610630)"
I192068073,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1, ,,2019-08-27 18:34:00,2019,8,Tuesday,18,Part Two,,,,"(0.00000000, 0.00000000)"
I192068072,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,432,,2019-08-27 18:40:00,2019,8,Tuesday,18,Part Two,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I192068072,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,432,,2019-08-27 18:40:00,2019,8,Tuesday,18,Part Two,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I192068072,1807,Drug Violation,DRUGS - CLASS D TRAFFICKING OVER 50 GRAMS,B3,432,,2019-08-27 18:40:00,2019,8,Tuesday,18,Part Two,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I192068072,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,432,,2019-08-27 18:40:00,2019,8,Tuesday,18,Part Two,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I192068071,301,Robbery,ROBBERY - STREET,D4,285,,2019-08-27 18:32:00,2019,8,Tuesday,18,Part One,HAMMOND ST,42.3373341,-71.08396225,"(42.33733410, -71.08396225)"
I192068070,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-08-27 16:02:00,2019,8,Tuesday,16,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I192068069,617,Larceny,LARCENY THEFT FROM BUILDING,E5,694,,2019-08-27 13:00:00,2019,8,Tuesday,13,Part One,VFW PKWY,42.29413187,-71.16072816,"(42.29413187, -71.16072816)"
I192068068,301,Robbery,ROBBERY - STREET,A1,76,,2019-08-27 18:09:00,2019,8,Tuesday,18,Part One,CAUSEWAY ST,42.36571448,-71.06061587,"(42.36571448, -71.06061587)"
I192068067,617,Larceny,LARCENY THEFT FROM BUILDING,E5,727,,2019-08-22 13:00:00,2019,8,Thursday,13,Part One,VFW PKWY,42.2802082,-71.17087959,"(42.28020820, -71.17087959)"
I192068066,3115,Investigate Person,INVESTIGATE PERSON,C6,186,,2019-08-27 19:02:00,2019,8,Tuesday,19,Part Three,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I192068065,3115,Investigate Person,INVESTIGATE PERSON,C11,414,,2019-08-27 16:57:00,2019,8,Tuesday,16,Part Three,WASHINGTON ST,42.27516044,-71.06976518,"(42.27516044, -71.06976518)"
I192068064,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,186,,2019-08-27 18:36:00,2019,8,Tuesday,18,Part Three,CLAPP ST,42.32350078,-71.06407821,"(42.32350078, -71.06407821)"
I192068062,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,756,,2019-08-27 14:49:00,2019,8,Tuesday,14,Part One,MATCHETT ST,42.35368073,-71.1703941,"(42.35368073, -71.17039410)"
I192068062,1402,Vandalism,VANDALISM,D14,756,,2019-08-27 14:49:00,2019,8,Tuesday,14,Part Two,MATCHETT ST,42.35368073,-71.1703941,"(42.35368073, -71.17039410)"
I192068061,3201,Property Lost,PROPERTY - LOST,D4,143,,2019-08-26 21:00:00,2019,8,Monday,21,Part Three,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I192068060,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,119,,2019-08-27 18:52:00,2019,8,Tuesday,18,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I192068060,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,119,,2019-08-27 18:52:00,2019,8,Tuesday,18,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I192068060,1815,Drug Violation,DRUGS - POSSESSION,A1,119,,2019-08-27 18:52:00,2019,8,Tuesday,18,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I192068057,2647,Other,THREATS TO DO BODILY HARM,E18,493,,2019-08-27 18:25:00,2019,8,Tuesday,18,Part Two,AYLES RD,42.26503333,-71.1121737,"(42.26503333, -71.11217370)"
I192068056,2629,Harassment,HARASSMENT,B2,615,,2019-08-27 18:43:00,2019,8,Tuesday,18,Part Two,LONGWOOD AVE,42.3365535,-71.10198577,"(42.33655350, -71.10198577)"
I192068055,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,304,,2019-08-27 18:09:00,2019,8,Tuesday,18,Part Two,NOTRE DAME ST,42.31852698,-71.09664983,"(42.31852698, -71.09664983)"
I192068054,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,285,,2019-08-27 18:00:00,2019,8,Tuesday,18,Part Three,COLUMBUS AVE,42.337504,-71.085882,"(42.33750400, -71.08588200)"
I192068053,1402,Vandalism,VANDALISM,A1,88,,2019-08-27 18:18:00,2019,8,Tuesday,18,Part Two,GARDEN COURT ST,,,"(0.00000000, 0.00000000)"
I192068052,3004,Medical Assistance,INJURY BICYCLE NO M/V INVOLVED,A1,96,,2019-08-27 17:40:00,2019,8,Tuesday,17,Part Three,ATLANTIC AVE,,,"(0.00000000, 0.00000000)"
I192068051,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,593,,2019-08-27 18:31:00,2019,8,Tuesday,18,Part Two,FRANCIS ST,42.33538444,-71.10677965,"(42.33538444, -71.10677965)"
I192068050,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,355,,2019-08-27 17:48:00,2019,8,Tuesday,17,Part Three,ADAMS ST,42.29760605,-71.05676442,"(42.29760605, -71.05676442)"
I192068049,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,943,,2019-08-27 17:15:00,2019,8,Tuesday,17,Part One,STANDARD ST,,,"(0.00000000, 0.00000000)"
I192068049,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,943,,2019-08-27 17:15:00,2019,8,Tuesday,17,Part Two,STANDARD ST,,,"(0.00000000, 0.00000000)"
I192068049,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,943,,2019-08-27 17:15:00,2019,8,Tuesday,17,Part One,STANDARD ST,,,"(0.00000000, 0.00000000)"
I192068048,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4, ,,2019-08-27 17:28:00,2019,8,Tuesday,17,Part Three,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192068047,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,801,,2019-08-27 16:38:00,2019,8,Tuesday,16,Part Two,HIGHGATE ST,42.35511273,-71.1316983,"(42.35511273, -71.13169830)"
I192068045,2610,Other,TRESPASSING,A1,116,,2019-08-27 17:10:00,2019,8,Tuesday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I192068045,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,116,,2019-08-27 17:10:00,2019,8,Tuesday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I192068045,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,116,,2019-08-27 17:10:00,2019,8,Tuesday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I192068045,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,116,,2019-08-27 17:10:00,2019,8,Tuesday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I192068043,3301,Verbal Disputes,VERBAL DISPUTE,E18,496,,2019-08-27 17:31:00,2019,8,Tuesday,17,Part Three,HUNTINGTON AVE,42.26886966,-71.11802566,"(42.26886966, -71.11802566)"
I192068042,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,329,,2019-08-26 17:30:00,2019,8,Monday,17,Part One,COLUMBIA RD,42.30673444,-71.07712722,"(42.30673444, -71.07712722)"
I192068041,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,104,,2019-08-27 17:48:00,2019,8,Tuesday,17,Part Three,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I192068040,301,Robbery,ROBBERY - STREET,D4,145,,2019-08-27 17:34:00,2019,8,Tuesday,17,Part One,DURHAM ST,42.34427817,-71.08154155,"(42.34427817, -71.08154155)"
I192068036,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,499,,2019-08-27 17:24:00,2019,8,Tuesday,17,Part Three,HYDE PARK AVE,42.27775018,-71.11938931,"(42.27775018, -71.11938931)"
